Transaction Date,Month,Buyer First Name,Buyer Last Name,Full Name,Buyer Location,Buyer Date of Birth,Age,Age Category,Payment Method,Quantity Purchased,Product Code,Biscuit Brand,Cost,Unit Price,Revenue,Total Cost of Goods,Profit,Product Price Category,Sales Representative,Gender
2024-05-28,May,Christopher,Kim,Christopher Kim,Los Angeles,2002-02-23,23,11-30,Cash,484,Pro05,Ginger Snaps,14,28,13552,6776,6776,High Price,Sara Robertson,Male
2024-06-24,Jun,Steve,Moon,Steve Moon,Phoenix,1982-01-24,43,31-50,Cash,278,Pro04,Cinnamon Swirls,10,14,3892,2780,1112,High Price,Travis Doyle,Male
2024-01-20,Jan,Antonio,Newman,Antonio Newman,Chicago,1977-07-14,48,31-50,Credit Card,342,Pro04,Cinnamon Swirls,10,14,4788,3420,1368,High Price,Joseph Hill,Male
2024-04-10,Apr,Jason,Elliott,Jason Elliott,San Jose,1978-04-01,47,31-50,Mobile Payment,210,Pro04,Cinnamon Swirls,10,14,2940,2100,840,High Price,Tracy Lee,Male
2024-05-11,May,Angela,Alvarez,Angela Alvarez,San Diego,1973-09-18,51,50-70,Cash,392,Pro05,Ginger Snaps,14,28,10976,5488,5488,High Price,Sara Robertson,Male
2024-03-31,Mar,Suzanne,Carter,Suzanne Carter,Phoenix,1968-02-20,57,50-70,Debit Card,235,Pro01,Butter Crunch,10,11,2585,2350,235,High Price,Travis Doyle,Male
2024-04-28,Apr,Aaron,Reed,Aaron Reed,Philadelphia,1995-02-13,30,11-30,Cash,48,Pro04,Cinnamon Swirls,10,14,672,480,192,High Price,Joseph Hill,Male
2024-03-24,Mar,Andrew,Garrett,Andrew Garrett,Houston,1974-11-24,50,31-50,Cash,482,Pro05,Ginger Snaps,14,28,13496,6748,6748,High Price,Joseph Hill,Male
2024-03-23,Mar,Jeffrey,Gutierrez,Jeffrey Gutierrez,Houston,1982-02-19,43,31-50,Credit Card,438,Pro07,Oatmeal Cookies,19,23,10074,8322,1752,High Price,April Watkins,Male
2024-02-04,Feb,Tabitha,Cantrell,Tabitha Cantrell,Dallas,1996-02-03,29,11-30,Credit Card,256,Pro09,Shortbread,10,45,11520,2560,8960,High Price,Travis Doyle,Male
2024-07-06,Jul,James,Wolfe,James Wolfe,San Jose,1952-08-18,73,70above,Credit Card,216,Pro05,Ginger Snaps,14,28,6048,3024,3024,High Price,Tracy Lee,Male
2024-03-23,Mar,Melanie,Stafford,Melanie Stafford,Phoenix,1989-09-04,36,31-50,Debit Card,273,Pro02,Caramel Biscuits,18,22,6006,4914,1092,High Price,Sara Robertson,Male
2024-04-10,Apr,Karen,Palmer,Karen Palmer,Phoenix,1970-08-06,55,50-70,Credit Card,236,Pro06,Lemon Crisps,7,9,2124,1652,472,Low Price,Travis Doyle,Male
2024-06-11,Jun,Gabrielle,Perez,Gabrielle Perez,San Antonio,1994-09-26,30,11-30,Mobile Payment,244,Pro06,Lemon Crisps,7,9,2196,1708,488,Low Price,Joseph Hill,Male
2024-04-05,Apr,Jessica,Sanchez,Jessica Sanchez,Dallas,1987-10-29,37,31-50,Credit Card,52,Pro05,Ginger Snaps,14,28,1456,728,728,High Price,Tracy Lee,Male
2024-02-22,Feb,Michael,Smith,Michael Smith,Philadelphia,1947-12-11,77,70above,Mobile Payment,497,Pro08,Peanut Butter Bites,5,7,3479,2485,994,Low Price,Sara Robertson,Male
2024-07-17,Jul,Paul,Foster,Paul Foster,Houston,1948-10-01,76,70above,Debit Card,415,Pro04,Cinnamon Swirls,10,14,5810,4150,1660,High Price,Travis Doyle,Male
2024-01-03,Jan,Laura,Calhoun,Laura Calhoun,Houston,1962-05-08,63,50-70,Credit Card,378,Pro06,Lemon Crisps,7,9,3402,2646,756,Low Price,Joseph Hill,Male
2024-06-11,Jun,Marvin,Brooks,Marvin Brooks,Houston,1957-11-12,67,50-70,Credit Card,179,Pro07,Oatmeal Cookies,19,23,4117,3401,716,High Price,Joseph Hill,Male
2024-02-12,Feb,Stacey,Green,Stacey Green,San Diego,1947-01-28,78,70above,Debit Card,201,Pro04,Cinnamon Swirls,10,14,2814,2010,804,High Price,April Watkins,Male
2024-04-20,Apr,Sherry,Nelson,Sherry Nelson,Chicago,1952-04-20,73,70above,Debit Card,82,Pro10,Vanilla Wafers,18,36,2952,1476,1476,High Price,Travis Doyle,Male
2024-07-25,Jul,David,Patrick,David Patrick,New York,2000-06-21,25,11-30,Cash,21,Pro06,Lemon Crisps,7,9,189,147,42,Low Price,Tracy Lee,Male
2024-05-14,May,Timothy,Casey,Timothy Casey,Houston,1979-06-24,46,31-50,Mobile Payment,344,Pro03,Choco Delight,3,5,1720,1032,688,Low Price,Sara Robertson,Male
2024-02-19,Feb,David,Johnson,David Johnson,Philadelphia,2001-03-28,24,11-30,Cash,75,Pro06,Lemon Crisps,7,9,675,525,150,Low Price,Travis Doyle,Male
2024-03-23,Mar,Sonya,Wade,Sonya Wade,Chicago,1970-01-23,55,50-70,Cash,207,Pro04,Cinnamon Swirls,10,14,2898,2070,828,High Price,Joseph Hill,Male
2024-06-21,Jun,Michael,Lopez,Michael Lopez,San Diego,1984-01-25,41,31-50,Debit Card,169,Pro01,Butter Crunch,10,11,1859,1690,169,High Price,Tracy Lee,Male
2024-06-10,Jun,Sandra,Lopez,Sandra Lopez,Houston,1964-01-09,61,50-70,Cash,289,Pro05,Ginger Snaps,14,28,8092,4046,4046,High Price,Sara Robertson,Male
2024-05-17,May,David,Johnson,David Johnson,Los Angeles,1967-03-29,58,50-70,Cash,382,Pro06,Lemon Crisps,7,9,3438,2674,764,Low Price,Travis Doyle,Male
2024-03-08,Mar,Eric,Burnett,Eric Burnett,San Antonio,1981-01-20,44,31-50,Debit Card,37,Pro01,Butter Crunch,10,11,407,370,37,High Price,Joseph Hill,Male
2024-04-04,Apr,Caroline,Jones,Caroline Jones,San Jose,1971-04-20,54,50-70,Cash,294,Pro10,Vanilla Wafers,18,36,10584,5292,5292,High Price,Joseph Hill,Male
2024-05-14,May,Mark,Robinson,Mark Robinson,Houston,1946-12-13,78,70above,Mobile Payment,323,Pro01,Butter Crunch,10,11,3553,3230,323,High Price,April Watkins,Male
2024-06-14,Jun,Raymond,Ward,Raymond Ward,Philadelphia,1965-09-25,59,50-70,Cash,447,Pro09,Shortbread,10,45,20115,4470,15645,High Price,Travis Doyle,Male
2024-02-03,Feb,Pamela,Dodson,Pamela Dodson,Phoenix,1955-04-30,70,50-70,Debit Card,259,Pro03,Choco Delight,3,5,1295,777,518,Low Price,Tracy Lee,Male
2024-07-02,Jul,Kimberly,Day,Kimberly Day,San Jose,1961-08-16,64,50-70,Cash,357,Pro06,Lemon Crisps,7,9,3213,2499,714,Low Price,Sara Robertson,Male
2024-06-04,Jun,Angela,Robinson,Angela Robinson,Philadelphia,1962-03-21,63,50-70,Debit Card,243,Pro01,Butter Crunch,10,11,2673,2430,243,High Price,Travis Doyle,Male
2024-03-06,Mar,Wendy,Wong,Wendy Wong,San Diego,1949-02-09,76,70above,Debit Card,468,Pro05,Ginger Snaps,14,28,13104,6552,6552,High Price,Joseph Hill,Male
2024-07-28,Jul,Wendy,Anderson,Wendy Anderson,San Jose,1944-04-18,81,70above,Cash,113,Pro10,Vanilla Wafers,18,36,4068,2034,2034,High Price,Tracy Lee,Male
2024-01-02,Jan,Melissa,Barnes,Melissa Barnes,New York,1975-06-22,50,31-50,Credit Card,92,Pro03,Choco Delight,3,5,460,276,184,Low Price,Sara Robertson,Male
2024-04-20,Apr,Edward,Avila,Edward Avila,San Diego,1993-03-19,32,31-50,Cash,175,Pro06,Lemon Crisps,7,9,1575,1225,350,Low Price,Travis Doyle,Male
2024-05-09,May,Gina,Massey,Gina Massey,San Antonio,1949-03-09,76,70above,Debit Card,72,Pro02,Caramel Biscuits,18,22,1584,1296,288,High Price,Joseph Hill,Male
2024-03-28,Mar,Brandy,Lee,Brandy Lee,Phoenix,1981-08-04,44,31-50,Mobile Payment,151,Pro06,Lemon Crisps,7,9,1359,1057,302,Low Price,Joseph Hill,Male
2024-05-14,May,Lindsay,Turner,Lindsay Turner,Philadelphia,1985-11-01,39,31-50,Debit Card,176,Pro05,Ginger Snaps,14,28,4928,2464,2464,High Price,April Watkins,Male
2024-03-14,Mar,Eric,Norman,Eric Norman,San Diego,1958-12-10,66,50-70,Credit Card,100,Pro07,Oatmeal Cookies,19,23,2300,1900,400,High Price,Travis Doyle,Male
2024-01-10,Jan,Christopher,Gutierrez,Christopher Gutierrez,New York,2003-07-25,22,11-30,Cash,273,Pro08,Peanut Butter Bites,5,7,1911,1365,546,Low Price,Tracy Lee,Male
2024-04-11,Apr,David,Perez,David Perez,Philadelphia,1953-06-17,72,70above,Mobile Payment,217,Pro09,Shortbread,10,45,9765,2170,7595,High Price,Sara Robertson,Male
2024-05-28,May,David,White,David White,New York,1953-02-05,72,70above,Credit Card,253,Pro08,Peanut Butter Bites,5,7,1771,1265,506,Low Price,Travis Doyle,Male
2024-03-03,Mar,Vicki,Moses,Vicki Moses,Dallas,1953-09-27,71,70above,Debit Card,103,Pro08,Peanut Butter Bites,5,7,721,515,206,Low Price,Joseph Hill,Male
2024-07-05,Jul,Erin,Clark,Erin Clark,Chicago,1989-10-04,35,31-50,Cash,246,Pro08,Peanut Butter Bites,5,7,1722,1230,492,Low Price,Tracy Lee,Male
2024-04-11,Apr,James,Turner,James Turner,San Jose,1952-10-25,72,70above,Credit Card,419,Pro08,Peanut Butter Bites,5,7,2933,2095,838,Low Price,Sara Robertson,Male
2024-05-24,May,Jacqueline,Gilbert,Jacqueline Gilbert,Los Angeles,1955-09-02,70,50-70,Mobile Payment,27,Pro06,Lemon Crisps,7,9,243,189,54,Low Price,Travis Doyle,Male
2024-01-25,Jan,Laura,Woodward,Laura Woodward,San Antonio,1959-01-29,66,50-70,Cash,440,Pro08,Peanut Butter Bites,5,7,3080,2200,880,Low Price,Joseph Hill,Male
2024-03-01,Mar,Claudia,Shea,Claudia Shea,Philadelphia,1950-11-22,74,70above,Debit Card,331,Pro05,Ginger Snaps,14,28,9268,4634,4634,High Price,Joseph Hill,Male
2024-04-07,Apr,Ronald,Lyons,Ronald Lyons,Philadelphia,1999-03-28,26,11-30,Debit Card,453,Pro07,Oatmeal Cookies,19,23,10419,8607,1812,High Price,April Watkins,Male
2024-03-22,Mar,Brett,Smith,Brett Smith,Houston,1969-05-29,56,50-70,Debit Card,252,Pro04,Cinnamon Swirls,10,14,3528,2520,1008,High Price,Travis Doyle,Male
2024-02-21,Feb,Daniel,Williams,Daniel Williams,Chicago,1946-11-12,78,70above,Mobile Payment,404,Pro02,Caramel Biscuits,18,22,8888,7272,1616,High Price,Tracy Lee,Male
2024-03-07,Mar,Jack,Willis,Jack Willis,San Diego,1996-02-23,29,11-30,Debit Card,353,Pro04,Cinnamon Swirls,10,14,4942,3530,1412,High Price,Sara Robertson,Male
2024-04-01,Apr,Scott,Oliver,Scott Oliver,San Jose,1998-10-01,26,11-30,Credit Card,12,Pro09,Shortbread,10,45,540,120,420,High Price,Travis Doyle,Male
2024-04-22,Apr,Daisy,Smith,Daisy Smith,Los Angeles,1965-07-23,60,50-70,Mobile Payment,247,Pro03,Choco Delight,3,5,1235,741,494,Low Price,Joseph Hill,Male
2024-01-02,Jan,Melissa,Williams,Melissa Williams,San Diego,1964-08-25,61,50-70,Cash,19,Pro08,Peanut Butter Bites,5,7,133,95,38,Low Price,Tracy Lee,Male
2024-06-08,Jun,Dominique,Mueller,Dominique Mueller,San Antonio,1981-12-21,43,31-50,Credit Card,173,Pro08,Peanut Butter Bites,5,7,1211,865,346,Low Price,Sara Robertson,Male
2024-05-07,May,Peter,Gonzalez,Peter Gonzalez,Los Angeles,1972-09-19,52,50-70,Mobile Payment,27,Pro05,Ginger Snaps,14,28,756,378,378,High Price,Travis Doyle,Male
2024-06-08,Jun,Brandy,Hall,Brandy Hall,Chicago,1982-08-29,43,31-50,Debit Card,21,Pro05,Ginger Snaps,14,28,588,294,294,High Price,Joseph Hill,Male
2024-02-15,Feb,Joshua,Smith,Joshua Smith,Houston,2004-01-25,21,11-30,Cash,203,Pro05,Ginger Snaps,14,28,5684,2842,2842,High Price,Joseph Hill,Male
2024-04-25,Apr,Whitney,Hill,Whitney Hill,San Diego,1973-10-16,51,50-70,Credit Card,324,Pro05,Ginger Snaps,14,28,9072,4536,4536,High Price,April Watkins,Male
2024-04-26,Apr,Christine,Williams,Christine Williams,San Diego,1999-05-20,26,11-30,Debit Card,313,Pro05,Ginger Snaps,14,28,8764,4382,4382,High Price,Travis Doyle,Male
2024-03-23,Mar,Tiffany,Gardner,Tiffany Gardner,San Antonio,1983-04-20,42,31-50,Debit Card,361,Pro09,Shortbread,10,45,16245,3610,12635,High Price,Tracy Lee,Male
2024-04-22,Apr,Kristy,Williams,Kristy Williams,Philadelphia,1959-12-19,65,50-70,Debit Card,307,Pro07,Oatmeal Cookies,19,23,7061,5833,1228,High Price,Sara Robertson,Male
2024-01-23,Jan,Vanessa,Fernandez,Vanessa Fernandez,New York,2004-06-03,21,11-30,Mobile Payment,275,Pro06,Lemon Crisps,7,9,2475,1925,550,Low Price,Travis Doyle,Male
2024-03-11,Mar,Crystal,Middleton,Crystal Middleton,Phoenix,1947-09-05,78,70above,Debit Card,205,Pro02,Caramel Biscuits,18,22,4510,3690,820,High Price,Joseph Hill,Male
2024-01-08,Jan,Victoria,Noble,Victoria Noble,San Diego,1966-05-21,59,50-70,Debit Card,397,Pro08,Peanut Butter Bites,5,7,2779,1985,794,Low Price,Tracy Lee,Male
2024-02-25,Feb,Barbara,Wilson,Barbara Wilson,Houston,1973-12-23,51,50-70,Credit Card,483,Pro04,Cinnamon Swirls,10,14,6762,4830,1932,High Price,Sara Robertson,Female
2024-01-30,Jan,Calvin,Anderson,Calvin Anderson,Chicago,1963-04-15,62,50-70,Credit Card,144,Pro06,Lemon Crisps,7,9,1296,1008,288,Low Price,Travis Doyle,Male
2024-01-28,Jan,Matthew,Hardy,Matthew Hardy,San Antonio,1949-11-03,75,70above,Cash,429,Pro02,Caramel Biscuits,18,22,9438,7722,1716,High Price,Joseph Hill,Male
2024-03-14,Mar,Andrew,Martin,Andrew Martin,San Antonio,1950-09-04,75,70above,Cash,451,Pro10,Vanilla Wafers,18,36,16236,8118,8118,High Price,Joseph Hill,Male
2024-02-01,Feb,Jacob,Riddle,Jacob Riddle,Houston,1962-08-05,63,50-70,Mobile Payment,359,Pro07,Oatmeal Cookies,19,23,8257,6821,1436,High Price,April Watkins,Male
2024-04-23,Apr,Rhonda,Moore,Rhonda Moore,New York,1978-07-29,47,31-50,Mobile Payment,284,Pro09,Shortbread,10,45,12780,2840,9940,High Price,Travis Doyle,Male
2024-07-06,Jul,Jonathan,Saunders,Jonathan Saunders,San Diego,1992-03-17,33,31-50,Cash,147,Pro01,Butter Crunch,10,11,1617,1470,147,High Price,Tracy Lee,Male
2024-03-04,Mar,Cathy,Hardy,Cathy Hardy,Phoenix,1984-09-20,40,31-50,Credit Card,87,Pro04,Cinnamon Swirls,10,14,1218,870,348,High Price,Sara Robertson,Male
2024-05-04,May,Kimberly,Crawford,Kimberly Crawford,Philadelphia,1992-10-13,32,31-50,Credit Card,31,Pro03,Choco Delight,3,5,155,93,62,Low Price,Travis Doyle,Male
2024-01-10,Jan,Kelli,Allen,Kelli Allen,Phoenix,1961-11-05,63,50-70,Debit Card,354,Pro07,Oatmeal Cookies,19,23,8142,6726,1416,High Price,Joseph Hill,Male
2024-04-27,Apr,Frank,Richardson,Frank Richardson,Philadelphia,1995-07-01,30,11-30,Cash,155,Pro05,Ginger Snaps,14,28,4340,2170,2170,High Price,Tracy Lee,Male
2024-07-17,Jul,Stephen,Hernandez,Stephen Hernandez,Los Angeles,1973-10-17,51,50-70,Credit Card,405,Pro01,Butter Crunch,10,11,4455,4050,405,High Price,Sara Robertson,Male
2024-06-29,Jun,Thomas,Johnson,Thomas Johnson,Houston,2001-02-27,24,11-30,Mobile Payment,218,Pro06,Lemon Crisps,7,9,1962,1526,436,Low Price,Travis Doyle,Male
2024-05-20,May,Elizabeth,Fox,Elizabeth Fox,Houston,1949-03-10,76,70above,Mobile Payment,109,Pro04,Cinnamon Swirls,10,14,1526,1090,436,High Price,Joseph Hill,Female
2024-07-31,Jul,Karen,Parsons,Karen Parsons,Los Angeles,1999-02-11,26,11-30,Debit Card,211,Pro05,Ginger Snaps,14,28,5908,2954,2954,High Price,Joseph Hill,Male
2024-06-02,Jun,Linda,Smith,Linda Smith,Chicago,1980-10-11,44,31-50,Credit Card,388,Pro08,Peanut Butter Bites,5,7,2716,1940,776,Low Price,April Watkins,Female
2024-03-28,Mar,Amy,Jones,Amy Jones,Houston,1955-09-23,69,50-70,Mobile Payment,99,Pro07,Oatmeal Cookies,19,23,2277,1881,396,High Price,Travis Doyle,Male
2024-03-31,Mar,Rachel,Martin,Rachel Martin,Philadelphia,2002-12-11,22,11-30,Debit Card,292,Pro08,Peanut Butter Bites,5,7,2044,1460,584,Low Price,Tracy Lee,Male
2024-06-23,Jun,Gregory,Short,Gregory Short,Los Angeles,1999-11-24,25,11-30,Debit Card,157,Pro08,Peanut Butter Bites,5,7,1099,785,314,Low Price,Sara Robertson,Male
2024-01-08,Jan,Samantha,Spencer,Samantha Spencer,San Diego,1977-06-21,48,31-50,Mobile Payment,103,Pro08,Peanut Butter Bites,5,7,721,515,206,Low Price,Travis Doyle,Male
2024-01-22,Jan,Kathleen,Walsh,Kathleen Walsh,Phoenix,1950-02-21,75,70above,Debit Card,123,Pro08,Peanut Butter Bites,5,7,861,615,246,Low Price,Joseph Hill,Male
2024-05-24,May,Christopher,Davies,Christopher Davies,Phoenix,1990-10-14,34,31-50,Credit Card,409,Pro02,Caramel Biscuits,18,22,8998,7362,1636,High Price,Tracy Lee,Male
2024-07-14,Jul,Timothy,Peters,Timothy Peters,Dallas,1962-03-29,63,50-70,Debit Card,407,Pro02,Caramel Biscuits,18,22,8954,7326,1628,High Price,Sara Robertson,Male
2024-07-03,Jul,Megan,Brown,Megan Brown,Philadelphia,1987-02-20,38,31-50,Credit Card,151,Pro02,Caramel Biscuits,18,22,3322,2718,604,High Price,Travis Doyle,Male
2024-03-10,Mar,Sharon,Smith,Sharon Smith,Dallas,1996-05-24,29,11-30,Debit Card,91,Pro08,Peanut Butter Bites,5,7,637,455,182,Low Price,Joseph Hill,Male
2024-05-16,May,Nancy,Carlson,Nancy Carlson,Houston,1946-06-26,79,70above,Cash,164,Pro03,Choco Delight,3,5,820,492,328,Low Price,Joseph Hill,Male
2024-03-06,Mar,Kyle,Cross,Kyle Cross,New York,2000-03-22,25,11-30,Mobile Payment,439,Pro06,Lemon Crisps,7,9,3951,3073,878,Low Price,April Watkins,Male
2024-02-11,Feb,Albert,Hernandez,Albert Hernandez,San Diego,1969-06-28,56,50-70,Cash,478,Pro10,Vanilla Wafers,18,36,17208,8604,8604,High Price,Travis Doyle,Male
2024-04-22,Apr,Christina,Wang,Christina Wang,San Antonio,1989-01-19,36,31-50,Credit Card,104,Pro08,Peanut Butter Bites,5,7,728,520,208,Low Price,Tracy Lee,Male
2024-07-11,Jul,Rebecca,Clark,Rebecca Clark,Dallas,1954-11-18,70,50-70,Debit Card,451,Pro08,Peanut Butter Bites,5,7,3157,2255,902,Low Price,Sara Robertson,Male
2024-02-15,Feb,Nancy,Dorsey,Nancy Dorsey,Los Angeles,1954-07-18,71,70above,Cash,17,Pro01,Butter Crunch,10,11,187,170,17,High Price,Travis Doyle,Male
2024-01-04,Jan,Jessica,Ball,Jessica Ball,San Jose,1958-10-11,66,50-70,Debit Card,274,Pro05,Ginger Snaps,14,28,7672,3836,3836,High Price,Joseph Hill,Male
2024-07-29,Jul,Nancy,Valentine,Nancy Valentine,San Antonio,1987-07-26,38,31-50,Cash,210,Pro02,Caramel Biscuits,18,22,4620,3780,840,High Price,Tracy Lee,Male
2024-03-15,Mar,Keith,Green,Keith Green,San Jose,1958-03-23,67,50-70,Mobile Payment,15,Pro06,Lemon Crisps,7,9,135,105,30,Low Price,Sara Robertson,Male
2024-01-15,Jan,Samuel,Graham,Samuel Graham,San Jose,2000-10-29,24,11-30,Mobile Payment,425,Pro08,Peanut Butter Bites,5,7,2975,2125,850,Low Price,Travis Doyle,Male
2024-02-11,Feb,Susan,Hopkins,Susan Hopkins,Los Angeles,1962-09-02,63,50-70,Mobile Payment,318,Pro05,Ginger Snaps,14,28,8904,4452,4452,High Price,Joseph Hill,Female
2024-05-10,May,Taylor,Phillips,Taylor Phillips,Phoenix,1956-12-23,68,50-70,Mobile Payment,428,Pro06,Lemon Crisps,7,9,3852,2996,856,Low Price,Joseph Hill,Male
2024-05-31,May,Whitney,Butler,Whitney Butler,San Jose,1990-07-05,35,31-50,Cash,252,Pro01,Butter Crunch,10,11,2772,2520,252,High Price,April Watkins,Male
2024-01-17,Jan,Jonathan,Houston,Jonathan Houston,Dallas,1950-01-19,75,70above,Debit Card,154,Pro10,Vanilla Wafers,18,36,5544,2772,2772,High Price,Travis Doyle,Male
2024-03-11,Mar,Lori,Burgess,Lori Burgess,New York,1958-11-12,66,50-70,Debit Card,286,Pro06,Lemon Crisps,7,9,2574,2002,572,Low Price,Tracy Lee,Male
2024-01-12,Jan,Ashley,Castillo,Ashley Castillo,San Jose,2004-05-18,21,11-30,Credit Card,295,Pro06,Lemon Crisps,7,9,2655,2065,590,Low Price,Sara Robertson,Male
2024-02-03,Feb,Courtney,Le,Courtney Le,New York,1964-09-02,61,50-70,Mobile Payment,206,Pro08,Peanut Butter Bites,5,7,1442,1030,412,Low Price,Travis Doyle,Male
2024-06-12,Jun,Leslie,Wright,Leslie Wright,New York,1993-08-03,32,31-50,Mobile Payment,351,Pro04,Cinnamon Swirls,10,14,4914,3510,1404,High Price,Joseph Hill,Male
2024-06-11,Jun,Wendy,Washington,Wendy Washington,San Antonio,1964-06-28,61,50-70,Credit Card,192,Pro01,Butter Crunch,10,11,2112,1920,192,High Price,Tracy Lee,Male
2024-04-09,Apr,Cody,Richardson,Cody Richardson,San Diego,1956-01-30,69,50-70,Debit Card,174,Pro04,Cinnamon Swirls,10,14,2436,1740,696,High Price,Sara Robertson,Male
2024-07-08,Jul,Victor,Short,Victor Short,Dallas,1989-01-15,36,31-50,Credit Card,47,Pro08,Peanut Butter Bites,5,7,329,235,94,Low Price,Travis Doyle,Male
2024-03-08,Mar,Michael,Cowan,Michael Cowan,Dallas,1983-09-13,41,31-50,Mobile Payment,214,Pro08,Peanut Butter Bites,5,7,1498,1070,428,Low Price,Joseph Hill,Male
2024-03-18,Mar,Paula,Watts,Paula Watts,San Antonio,1986-06-08,39,31-50,Debit Card,305,Pro01,Butter Crunch,10,11,3355,3050,305,High Price,Joseph Hill,Male
2024-07-29,Jul,Kevin,Dougherty,Kevin Dougherty,Los Angeles,2001-06-25,24,11-30,Mobile Payment,126,Pro07,Oatmeal Cookies,19,23,2898,2394,504,High Price,April Watkins,Male
2024-06-07,Jun,Timothy,Lewis,Timothy Lewis,Chicago,1945-12-03,79,70above,Debit Card,477,Pro05,Ginger Snaps,14,28,13356,6678,6678,High Price,Travis Doyle,Male
2024-02-06,Feb,Adam,Hoover,Adam Hoover,Houston,1953-08-20,72,70above,Debit Card,403,Pro09,Shortbread,10,45,18135,4030,14105,High Price,Tracy Lee,Male
2024-05-12,May,Jo,Gilmore,Jo Gilmore,Chicago,1982-07-27,43,31-50,Mobile Payment,262,Pro06,Lemon Crisps,7,9,2358,1834,524,Low Price,Sara Robertson,Male
2024-07-06,Jul,Michele,Tapia,Michele Tapia,San Antonio,1981-11-13,43,31-50,Cash,191,Pro01,Butter Crunch,10,11,2101,1910,191,High Price,Travis Doyle,Male
2024-07-26,Jul,Megan,Fitzgerald,Megan Fitzgerald,Houston,1977-07-17,48,31-50,Cash,496,Pro04,Cinnamon Swirls,10,14,6944,4960,1984,High Price,Joseph Hill,Male
2024-02-18,Feb,Breanna,Cabrera,Breanna Cabrera,New York,1997-01-25,28,11-30,Debit Card,265,Pro03,Choco Delight,3,5,1325,795,530,Low Price,Tracy Lee,Male
2024-07-23,Jul,Audrey,Phelps,Audrey Phelps,Houston,1983-02-27,42,31-50,Debit Card,465,Pro03,Choco Delight,3,5,2325,1395,930,Low Price,Sara Robertson,Male
2024-01-13,Jan,Lisa,Small,Lisa Small,Phoenix,1978-01-26,47,31-50,Mobile Payment,54,Pro01,Butter Crunch,10,11,594,540,54,High Price,Travis Doyle,Male
2024-07-29,Jul,Gary,Wilson,Gary Wilson,Chicago,1983-09-22,41,31-50,Cash,292,Pro06,Lemon Crisps,7,9,2628,2044,584,Low Price,Joseph Hill,Male
2024-02-15,Feb,Katherine,Jensen,Katherine Jensen,Chicago,1971-01-14,54,50-70,Mobile Payment,260,Pro03,Choco Delight,3,5,1300,780,520,Low Price,Joseph Hill,Male
2024-01-01,Jan,Christine,Griffin,Christine Griffin,New York,1975-11-19,49,31-50,Credit Card,137,Pro03,Choco Delight,3,5,685,411,274,Low Price,April Watkins,Male
2024-06-13,Jun,Sally,Perkins,Sally Perkins,San Antonio,1997-03-17,28,11-30,Debit Card,416,Pro08,Peanut Butter Bites,5,7,2912,2080,832,Low Price,Travis Doyle,Male
2024-05-31,May,Kimberly,Little,Kimberly Little,Chicago,1993-07-15,32,31-50,Debit Card,138,Pro06,Lemon Crisps,7,9,1242,966,276,Low Price,Tracy Lee,Male
2024-02-04,Feb,Gerald,Arroyo,Gerald Arroyo,Phoenix,1986-02-18,39,31-50,Debit Card,421,Pro07,Oatmeal Cookies,19,23,9683,7999,1684,High Price,Sara Robertson,Male
2024-03-20,Mar,Christopher,Garrett,Christopher Garrett,Los Angeles,1974-01-21,51,50-70,Credit Card,159,Pro02,Caramel Biscuits,18,22,3498,2862,636,High Price,Travis Doyle,Male
2024-04-17,Apr,Michelle,Stone,Michelle Stone,Phoenix,2003-08-23,22,11-30,Debit Card,68,Pro03,Choco Delight,3,5,340,204,136,Low Price,Joseph Hill,Male
2024-07-25,Jul,Kristie,Wilson,Kristie Wilson,Houston,1954-09-16,70,50-70,Credit Card,23,Pro04,Cinnamon Swirls,10,14,322,230,92,High Price,Tracy Lee,Male
2024-02-04,Feb,Brian,Davis,Brian Davis,New York,1969-07-21,56,50-70,Debit Card,159,Pro08,Peanut Butter Bites,5,7,1113,795,318,Low Price,Sara Robertson,Male
2024-01-18,Jan,Angela,Alexander,Angela Alexander,San Jose,2003-04-16,22,11-30,Credit Card,498,Pro10,Vanilla Wafers,18,36,17928,8964,8964,High Price,Travis Doyle,Male
2024-03-19,Mar,Michael,Shannon,Michael Shannon,Phoenix,1969-07-04,56,50-70,Credit Card,170,Pro02,Caramel Biscuits,18,22,3740,3060,680,High Price,Joseph Hill,Male
2024-07-01,Jul,Cole,Rice,Cole Rice,Philadelphia,1958-05-15,67,50-70,Mobile Payment,398,Pro10,Vanilla Wafers,18,36,14328,7164,7164,High Price,Joseph Hill,Male
2024-06-03,Jun,Mary,Rodriguez,Mary Rodriguez,San Diego,1987-11-28,37,31-50,Debit Card,49,Pro02,Caramel Biscuits,18,22,1078,882,196,High Price,April Watkins,Female
2024-04-04,Apr,Benjamin,Murray,Benjamin Murray,New York,1987-05-28,38,31-50,Credit Card,150,Pro09,Shortbread,10,45,6750,1500,5250,High Price,Travis Doyle,Male
2024-01-19,Jan,Julie,Dougherty,Julie Dougherty,Chicago,1985-08-09,40,31-50,Cash,222,Pro04,Cinnamon Swirls,10,14,3108,2220,888,High Price,Tracy Lee,Male
